timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
4404.840608694,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4404.874041425,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4404.907459249,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4404.940926704,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4404.974366213,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.008070395,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.041496534,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.074942914,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.108369349,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.141792543,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.175215846,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.208636928,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.242059768,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.275481498,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.308903579,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.34232355,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.375744038,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.409162101,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.442586349,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.476042968,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.509474235,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.542907576,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.576332991,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.609754683,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.643175561,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.676595142,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.710014742,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.743435953,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.776856034,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.81027656,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.843713012,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.877161612,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.910584657,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.944043924,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4405.977470857,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.010894198,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.044320076,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.077746009,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.111172683,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.144596801,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.178021232,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.211447311,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.244869595,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.278293915,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.311716383,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.345142,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.378564672,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.411989029,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.44541509,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.478837984,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.512262989,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.545688106,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.579111204,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.612534561,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.645957288,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.679381498,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.712803466,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.74622736,-1.754385964912288,-94.7261663286004,-100.0,-1.3698630136986338,-61.56648451730419
4406.779653791,-1.754385964912288,-94.7261663286004,-99.85152190051967,-1.3698630136986338,-61.56648451730419
4406.813078704,-1.754385964912288,-94.7261663286004,-99.70304380103934,-1.3698630136986338,-61.56648451730419
4406.84652171,-1.754385964912288,-94.7261663286004,-99.55456570155901,-1.3698630136986338,-61.02003642987249
4406.879950123,-1.754385964912288,-94.7261663286004,-99.4060876020787,-1.3698630136986338,-58.65209471766849
4406.913386147,-1.754385964912288,-94.7261663286004,-99.4060876020787,-1.3698630136986338,-54.826958105646625
4406.946820708,-1.754385964912288,-94.7261663286004,-99.4060876020787,-1.3698630136986338,-50.637522768670316
4406.980242009,-1.754385964912288,-94.7261663286004,-99.4060876020787,-1.3698630136986338,-46.63023679417122
4407.013665126,-1.6333938294010864,-94.7261663286004,-98.96065330363771,-1.3698630136986338,-44.080145719489984
4407.047088705,-1.6333938294010864,-94.7261663286004,-98.96065330363771,-1.3698630136986338,-41.165755919854284
4407.080511896,-1.6333938294010864,-94.7261663286004,-98.81217520415738,-1.3698630136986338,-38.06921675774135
4407.113935031,-1.6333938294010864,-94.7261663286004,-98.36674090571641,-1.3698630136986338,-35.88342440801458
4407.147356257,-1.6333938294010864,-94.7261663286004,-96.88195991091314,-1.2328767123287605,-34.42622950819673
4407.180779112,-1.6333938294010864,-94.7261663286004,-94.50631031922791,-1.2328767123287605,-32.96903460837886
4407.214202264,-1.6333938294010864,-94.7261663286004,-92.57609502598366,-1.2328767123287605,-30.783242258652095
4407.247623786,-1.6333938294010864,-94.7261663286004,-90.79435783221975,-1.2328767123287605,-27.686703096539162
4407.281046437,-1.6333938294010864,-94.7261663286004,-89.01262063845583,-1.0958904109589014,-24.225865209471763
4407.3144717,-1.6333938294010864,-94.7261663286004,-86.93392724573125,-1.0958904109589014,-20.21857923497268
4407.34790187,-1.6333938294010864,-94.7261663286004,-84.85523385300668,-0.27397260273971824,-16.029143897996363
4407.381327096,-1.6333938294010864,-94.7261663286004,-82.7765404602821,1.0958904109589014,-11.839708561020032
4407.414749692,-1.6333938294010864,-94.7261663286004,-80.69784706755753,1.7808219178082112,-8.014571948998181
4407.448180843,-1.6333938294010864,-94.7261663286004,-78.61915367483296,2.054794520547958,-4.553734061930783
4407.481605032,-1.6333938294010864,-94.7261663286004,-76.54046028210838,2.328767123287662,-1.639344262295083
4407.515030017,-1.6333938294010864,-94.7261663286004,-74.46176688938382,2.328767123287662,1.0928961748633839
4407.54845265,-1.6333938294010864,-94.7261663286004,-72.53155159613956,2.328767123287662,3.6429872495446176
4407.581877375,-1.6333938294010864,-94.7261663286004,-70.74981440237565,2.328767123287662,6.193078324225866
4407.615300749,-1.6333938294010864,-94.7261663286004,-69.11655530809206,2.465753424657535,8.925318761384332
4407.648723363,-1.6333938294010864,-94.7261663286004,-67.33481811432813,2.465753424657535,11.475409836065566
